appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,sm_efficiency,warp_execution_efficiency,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_per_warp,ipc
mixbench-cuda-ro,1100,3600,input13,benchmark_func,0.68189,(4096 1 1) (256 1 1),32768,0.949119,0.9924,1,2.229222,1,4358144,181.83,8388608,8,0,0,0,0.5,4198543,182.27,29811,1.3439,4207720,181.97,6,0,0,0,0,0,0,0,181.97,4194304,0,0,0.5,183.12,4194304,0,0,167772160,83886080,0,178257920,88080384,592,1.650094
mixbench-cuda-ro,1100,3600,input14,benchmark_func,0.70313,(4096 1 1) (256 1 1),32768,0.950606,0.9924,1,2.922838,1,5406720,176.56,8388608,8,0,0,0,0.5,4205046,177.03,29515,1.3001,4205891,177.05,6,0,0,0,0,0,0,0,176.39,4194304,0,0,0.5,177.59,4194304,0,0,301989888,150994944,0,211812352,155189248,752,2.036523
mixbench-cuda-ro,1100,3600,input15,benchmark_func,0.75468,(4096 1 1) (256 1 1),32768,0.950571,0.9926,1,3.712611,1,6455296,165.09,8388608,8,0,0,0,0.5,4213494,165.4,29732,1.2005,4214104,165.47,6,0,0,0,0,0,0,0,164.85,4194304,0,0,0.5,165.81,4194304,0,0,570425344,285212672,0,278921216,289406976,1.01E+03,2.553164
mixbench-cuda-ro,1100,3600,input16,benchmark_func,0.76275,(4096 1 1) (256 1 1),32768,0.949909,0.9925,1,4.250172,1,6455296,163.32,8388608,8,0,0,0,0.5,4208078,163.75,29772,1.1949,4204612,163.96,6,0,0,0,0,0,0,0,163.24,4194304,0,0,0.5,164.07,4194304,0,0,704643072,352321536,0,312475648,356515840,1.10E+03,2.768332
mixbench-cuda-ro,1100,3600,input17,benchmark_func,0.84356,(4096 1 1) (256 1 1),32768,0.948667,0.9929,1,4.225735,1,7503872,148.36,8388608,8,0,0,0,0.5,4211676,148.93,29736,1.0794,4200620,148.94,6,0,0,0,0,0,0,0,148.38,4194304,0,0,0.5,148.74,4194304,0,0,838860800,419430400,0,346030080,423624704,1.26E+03,2.876219
mixbench-cuda-ro,1100,3600,input18,benchmark_func,0.85747,(4096 1 1) (256 1 1),32768,0.947615,0.9928,1,4.709243,1,7503872,146.03,8388608,8,0,0,0,0.5,4208298,146.54,29489,1.0822,4205786,146.45,9,0,0,0,0,0,0,0,146.01,4194304,0,0,0.5,146.34,4194304,0,0,973078528,486539264,0,379584512,490733568,1.36E+03,3.047013
mixbench-cuda-ro,1100,3600,input19,benchmark_func,0.97829,(4096 1 1) (256 1 1),32768,0.945157,0.9934,1,4.378367,1,8552448,128.28,8388608,8,0,0,0,0.5,4206021,128.72,29771,0.96703,4209190,128.67,6,0,0,0,0,0,0,0,128.23,4194304,0,0,0.5,128.34,4194304,0,0,1107296256,553648128,0,413138944,557842432,1.52E+03,2.985079
mixbench-cuda-ro,1100,3600,input20,benchmark_func,1.1293,(4096 1 1) (256 1 1),32768,0.9386,0.9938,1,4.387719,1,9601024,111.15,8388608,8,0,0,0,0.5,4207841,111.59,29486,0.83447,4203258,111.99,6,0,0,0,0,0,0,0,111.14,4194304,0,0,0.5,111.15,4194304,0,0,1375731712,687865856,0,480247808,692060160,1.78E+03,3.019406
mixbench-cuda-ro,1100,3600,input21,benchmark_func,1.2829,(4096 1 1) (256 1 1),32768,0.936539,0.9943,1,4.377147,1,10649600,97.841,8388608,8,0,0,0,0.5,4213214,98.079,29613,0.74005,4214647,98.133,6,0,0,0,0,0,0,0,97.834,4194304,0,0,0.5,97.852,4194304,0,0,1644167168,822083584,0,547356672,826277888,2.03E+03,3.039522
mixbench-cuda-ro,1100,3600,input22,benchmark_func,1.4364,(4096 1 1) (256 1 1),32768,0.937109,0.9943,1,4.362049,1,11698176,87.308,8388608,8,0,0,0,0.5,4220383,87.728,29633,0.64754,4221467,87.698,6,0,0,0,0,0,0,0,87.297,4194304,0,0,0.5,87.343,4194304,0,0,1912602624,956301312,0,614465536,960495616,2.29E+03,3.054287
mixbench-cuda-ro,1100,3600,input23,benchmark_func,1.5907,(4096 1 1) (256 1 1),32768,0.93749,0.9949,1,4.345191,1,12746752,78.863,8388608,8,0,0,0,0.5,4221503,79.286,29471,0.58937,4206345,79.382,6,0,0,0,0,0,0,0,78.857,4194304,0,0,0.5,78.851,4194304,0,0,2181038080,1090519040,0,681574400,1094713344,2.54E+03,3.064678
mixbench-cuda-ro,1100,3600,input24,benchmark_func,1.3317,(4096 1 1) (256 1 1),32768,0.947448,0.9956,1,1.035318,1,5406720,187.34,8388608,8,0,0,0,0,8415683,187.72,29781,0.7,8409467,187.64,6,0,0,0,0,0,0,0,187.26,8388608,0,0,0,187.68,8388608,100663296,50331648,0,0,0,211812352,0,624,0.887894
mixbench-cuda-ro,1100,3600,input25,benchmark_func,1.3912,(4096 1 1) (256 1 1),32768,0.942412,0.9951,1,0.887748,1,4358144,179.6,8388608,8,0,0,0,0,8418169,180.05,29616,0.67616,8418071,180.57,6,0,0,0,0,0,0,0,179.37,8388608,0,0,0,180.06,8388608,167772160,83886080,0,0,0,178257920,0,592,0.810135
mixbench-cuda-ro,1100,3600,input26,benchmark_func,2.2621,(4096 1 1) (256 1 1),32768,0.939004,0.9951,1,0.67219,1,5406720,110.81,8388608,8,0,0,0,0,8436439,111.17,29633,0.4158,8425392,111.36,6,0,0,0,0,0,0,0,110.86,8388608,0,0,0,110.86,8388608,301989888,150994944,0,0,0,211812352,0,752,0.633362
mixbench-cuda-ro,1100,3600,input27,benchmark_func,4.2067,(4096 1 1) (256 1 1),32768,0.936524,0.9949,1,0.47265,1,6455296,59.564,8388608,8,0,0,0,0,8462324,59.938,29533,0.22125,8472881,60.002,6,0,0,0,0,0,0,0,59.547,8388608,0,0,0,59.539,8388608,570425344,285212672,0,0,0,278921216,0,1.01E+03,0.455905
mixbench-cuda-ro,1100,3600,input28,benchmark_func,5.177,(4096 1 1) (256 1 1),32768,0.934156,0.9954,1,0.415271,1,6455296,48.362,8388608,8,0,0,0,0,8469281,48.846,29363,0.18024,8446896,48.767,6,0,0,0,0,0,0,0,48.359,8388608,0,0,0,48.351,8388608,704643072,352321536,0,0,0,312475648,0,1.10E+03,0.405438
mixbench-cuda-ro,1100,3600,input29,benchmark_func,6.1455,(4096 1 1) (256 1 1),32768,0.934582,0.9958,1,0.401638,1,7503872,40.73,8388608,8,0,0,0,0,8488361,41.203,29631,0.15163,8479061,41.156,6,0,0,0,0,0,0,0,40.723,8388608,0,0,0,40.724,8388608,838860800,419430400,0,0,0,346030080,0,1.26E+03,0.390731
mixbench-cuda-ro,1100,3600,input30,benchmark_func,7.1262,(4096 1 1) (256 1 1),32768,0.924973,0.9946,1,0.370456,1,7503872,35.141,8388608,8,0,0,0,0,8500518,35.562,29867,0.13065,8495029,35.56,6,0,0,0,0,0,0,0,35.119,8388608,0,0,0,35.128,8388608,973078528,486539264,0,0,0,379584512,0,1.36E+03,0.362952
mixbench-cuda-ro,1100,3600,input31,benchmark_func,8.0906,(4096 1 1) (256 1 1),32768,0.917865,0.9954,1,0.365386,1,8552448,30.94,8388608,8,0,0,0,0,8506936,31.39,29369,0.11444,8486828,31.381,7,0,0,0,0,0,0,0,30.934,8388608,0,0,0,30.931,8388608,1107296256,553648128,0,0,0,413138944,0,1.52E+03,0.356885
mixbench-cuda-ro,1100,3600,input32,benchmark_func,10.048,(4096 1 1) (256 1 1),32768,0.924833,0.9935,1,0.343422,1,9601024,24.909,8388608,8,0,0,0,0,8605781,25.385,29758,0.09346,8560578,25.397,71,0,0,0,0,0,0,0,24.9,8388608,0,0,0,24.909,8388608,1375731712,687865856,0,0,0,480247808,0,1.78E+03,0.336159
mixbench-cuda-ro,1100,3600,input33,benchmark_func,11.982,(4096 1 1) (256 1 1),32768,0.916382,0.9941,1,0.328683,1,10649600,20.888,8388608,8,0,0,0,0,8566260,21.367,29281,0.078201,8581786,21.385,38,0,0,0,0,0,0,0,20.891,8388608,0,0,0,20.883,8388608,1644167168,822083584,0,0,0,547356672,0,2.03E+03,0.322169
mixbench-cuda-ro,1100,3600,input34,benchmark_func,13.952,(4096 1 1) (256 1 1),32768,0.956851,0.9921,1,0.318095,1,11698176,17.933,8388608,8,0,0,0,0,8601065,18.393,29399,0.065804,8611109,18.432,140,0,0,0,0,0,0,0,17.939,8388608,0,0,0,17.938,8388608,1912602624,956301312,0,0,0,614465536,0,2.29E+03,0.312082
mixbench-cuda-ro,1100,3600,input35,benchmark_func,15.964,(4096 1 1) (256 1 1),32768,0.964753,0.988,1,0.310169,1,12746752,15.686,8388608,8,0,0,0,0,8634170,16.147,28993,0.05722,8641133,16.158,60,0,0,0,0,0,0,0,15.683,8388608,0,0,0,15.687,8388608,2181038080,1090519040,0,0,0,681574400,0,2.54E+03,0.304484
shmembench,1100,3600,input00,benchmark_shmem,0.14164,(4096 1 1) (256 1 1),32768,0.875329,0.9682,1,2.665347,1,131072,162.91,1572864,8,27.129,131072,4,0.5,788836,163.36,134571,27.489,790122,165.38,131078,27.549,524288,434.23,1,524288,435.92,1,164.73,786432,27.49,27.44,0.5,163.48,786432,0,0,5242880,0,0,70254592,5242880,128,1.731422
shmembench,1100,3600,input01,benchmark_shmem,0.14211,(4096 1 1) (256 1 1),32768,0.887201,0.9666,1,3.027517,1,163840,162,1572864,8,26.898,131072,4,0.5,788644,162.34,132861,27.076,788986,164.36,131078,27.401,851968,700.04,1,851968,704.78,1,163.4,786432,27.279,27.273,0.5,162.64,786432,0,0,5242880,0,0,72351744,5242880,153,2.070214
shmembench,1100,3600,input02,benchmark_shmem,0.22038,(4096 1 1) (256 1 1),32768,0.898897,0.9776,1,2.398463,1,229376,110.47,1572864,8,18.391,131072,4,0.5,789918,110.93,147956,20.961,793550,110.8,131078,18.469,1507328,845.41,1,1507328,849.55,1,110.39,786432,18.409,18.41,0.5,110.85,786432,0,0,5242880,0,0,76546048,5242880,203,1.854263
shmembench,1100,3600,input03,benchmark_shmem,0.38763,(4096 1 1) (256 1 1),32768,0.93294,0.9863,1,1.898714,1,360448,61.786,1572864,8,10.287,131072,4,0.5,792501,62.42,147658,11.696,791891,62.398,131078,10.318,2818048,884.67,1,2818048,887.39,1,61.732,786432,10.3,10.299,0.5,61.916,786432,0,0,5242880,0,0,84934656,5242880,303,1.533531
shmembench,1100,3600,input04,benchmark_shmem,0.55505,(4096 1 1) (256 1 1),32768,0.949834,0.9888,1,1.730279,1,491520,42.886,1572864,8,7.1395,131072,4,0.5,796515,43.536,147548,8.0774,793692,43.145,131078,7.1554,4128768,900.21,1,4128768,901.86,1,42.869,786432,7.1479,7.1498,0.5,42.948,786432,0,0,5242880,0,0,93323264,5242880,403,1.410814
shmembench,1100,3600,input05,benchmark_shmem,0.72234,(4096 1 1) (256 1 1),32768,0.958525,0.9903,1,1.641701,1,622592,32.843,1572864,8,5.4669,131072,4,0.5,789566,33.35,147350,6.1924,800353,33.357,131078,5.4799,5439488,908.11,1,5439488,909.68,1,32.822,786432,5.4743,5.4734,0.5,32.871,786432,0,0,5242880,0,0,101711872,5242880,503,1.345856
shmembench,1100,3600,input06,benchmark_shmem,0.88965,(4096 1 1) (256 1 1),32768,0.964111,0.9913,1,1.587866,1,753664,26.604,1572864,8,4.4312,131072,4,0.5,800459,27.068,147259,5.017,805641,27.054,131078,4.4378,6750208,913.16,1,6750208,914.08,1,26.581,786432,4.434,4.4331,0.5,26.622,786432,0,0,5242880,0,0,110100480,5242880,603,1.30576
shmembench,1100,3600,input07,benchmark_shmem,1.0574,(4096 1 1) (256 1 1),32768,0.968049,0.9915,1,1.551438,1,884736,22.355,1572864,8,3.7225,131072,4,0.5,809268,22.748,147340,4.2114,806743,22.769,131080,3.729,8060928,916.12,1,8060928,916.98,1,22.346,786432,3.7253,3.7253,0.5,22.369,786432,0,0,5242880,0,0,118489088,5242880,703,1.278497
shmembench,1100,3600,input08,benchmark_shmem,1.2249,(4096 1 1) (256 1 1),32768,0.971118,0.992,1,1.525078,1,1015808,19.279,1572864,8,3.2121,131072,4,0.5,803027,19.629,147609,3.6331,812564,19.648,131078,3.2149,9371648,918.74,1,9371648,919.67,1,19.275,786432,3.2131,3.2121,0.5,19.286,786432,0,0,5242880,0,0,126877696,5242880,803,1.258803
shmembench,1100,3600,input09,benchmark_shmem,1.3901,(4096 1 1) (256 1 1),32768,0.975138,0.9932,1,1.368501,1,163840,16.967,1572864,8,2.8266,131072,4,0.5,806476,17.511,146533,3.201,809717,17.359,131078,2.8294,10682368,921.86,1,10682368,922.01,1,16.968,786432,2.8275,2.8284,0.5,16.981,786432,0,0,5242880,0,0,72351744,5242880,813,1.119632
shmembench,1100,3600,input10,benchmark_shmem,2.7307,(4096 1 1) (256 1 1),32768,0.983337,0.9941,1,1.297726,1,196608,8.6259,1572864,8,1.4361,131072,4,0.5,831654,9.0785,146995,1.627,833534,9.1577,131081,1.437,21168128,929.02,1,21168128,928.58,1,8.6213,786432,1.437,1.437,0.5,8.6203,786432,0,0,5242880,0,0,74448896,5242880,1.52E+03,1.062599
shmembench,1100,3600,input11,benchmark_shmem,0.14242,(2048 1 1) (256 1 1),16384,0.8737,0.9665,1,1.096549,1,65536,162.06,786432,8,26.947,131072,8,0,789607,162.34,135855,27.138,787955,164.14,131078,27.417,524288,431.74,2,524288,433.76,2,163.67,786432,27.333,27.298,0,162.77,786432,0,0,8388608,0,0,35127296,8388608,139,0.937769
shmembench,1100,3600,input12,benchmark_shmem,0.14334,(2048 1 1) (256 1 1),16384,0.882882,0.9643,1,1.289582,1,81920,160.84,786432,8,26.696,131072,8,0,789659,161.09,135419,26.868,788207,163.04,131078,27.185,851968,694.12,2,851968,700.85,2,162.12,786432,27.057,27.107,0,161.89,786432,0,0,8388608,0,0,36175872,8388608,164,1.102631
shmembench,1100,3600,input13,benchmark_shmem,0.19865,(2048 1 1) (256 1 1),16384,0.90652,0.972,1,1.192371,1,114688,119.5,786432,8,19.842,131072,8,0,790798,120.07,145013,22.228,790067,119.99,131078,20.012,1507328,913.63,2,1507328,920.47,2,119.3,786432,19.923,19.929,0,120.07,786432,0,0,8388608,0,0,38273024,8388608,214,1.061873
shmembench,1100,3600,input14,benchmark_shmem,0.35904,(2048 1 1) (256 1 1),16384,0.940724,0.9789,1,0.975337,1,180224,65.767,786432,8,10.945,131072,8,0,791657,66.301,144664,12.216,794728,66.181,131078,10.982,2818048,940.92,2,2818048,944.92,2,65.682,786432,10.962,10.961,0,65.929,786432,0,0,8388608,0,0,42467328,8388608,314,0.850169
shmembench,1100,3600,input15,benchmark_shmem,0.52062,(2048 1 1) (256 1 1),16384,0.957,0.9798,1,0.893914,1,245760,45.257,786432,8,7.5269,131072,8,0,794281,45.67,144577,8.3894,795412,46.085,131078,7.5577,4128768,949.5,2,4128768,952.05,2,45.199,786432,7.5419,7.5419,0,45.341,786432,0,0,8388608,0,0,46661632,8388608,414,0.770396
shmembench,1100,3600,input16,benchmark_shmem,0.6816,(2048 1 1) (256 1 1),16384,0.965333,0.9808,1,0.849156,1,311296,34.52,786432,8,5.7444,131072,8,0,798325,34.93,144645,6.4056,805042,35.085,131078,5.7621,5439488,954.47,2,5439488,956.61,2,34.493,786432,5.7528,5.7546,0,34.582,786432,0,0,8388608,0,0,50855936,8388608,514,0.728638
shmembench,1100,3600,input17,benchmark_shmem,0.84252,(2048 1 1) (256 1 1),16384,0.970738,0.9816,1,0.821751,1,376832,27.902,786432,8,4.6445,131072,8,0,801214,28.35,144637,5.1567,794315,28.444,131079,4.6575,6750208,957.76,2,6750208,959.31,2,27.883,786432,4.651,4.652,0,27.944,786432,0,0,8388608,0,0,55050240,8388608,614,0.702971
shmembench,1100,3600,input18,benchmark_shmem,1.0036,(2048 1 1) (256 1 1),16384,0.974627,0.982,1,0.802593,1,442368,23.419,786432,8,3.8994,131072,8,0,803724,23.976,144602,4.3483,798611,24.011,131078,3.9069,8060928,959.51,2,8060928,961.36,2,23.402,786432,3.9032,3.9022,0,23.442,786432,0,0,8388608,0,0,59244544,8388608,714,0.685567
shmembench,1100,3600,input19,benchmark_shmem,1.1645,(2048 1 1) (256 1 1),16384,0.977147,0.9826,1,0.788187,1,507904,20.179,786432,8,3.3602,131072,8,0,803050,20.735,144325,3.7448,798896,20.633,131081,3.3658,9371648,961.24,2,9371648,962.53,2,20.164,786432,3.3621,3.3611,0,20.194,786432,0,0,8388608,0,0,63438848,8388608,814,0.67298
shmembench,1100,3600,input20,benchmark_shmem,1.327,(2048 1 1) (256 1 1),16384,0.979374,0.982,1,0.729568,1,81920,17.7,786432,8,2.9476,131072,8,0,806754,17.798,144910,3.2857,809498,17.986,131091,2.9495,10682368,961.85,2,10682368,961.85,2,17.7,786432,2.9495,2.9495,0,17.695,786432,0,0,8388608,0,0,36175872,8388608,824,0.597213
shmembench,1100,3600,input21,benchmark_shmem,2.6134,(2048 1 1) (256 1 1),16384,0.991084,0.9841,1,0.691807,1,98304,8.9807,786432,8,1.4957,131072,8,0,829150,9.4119,144570,1.6652,826052,9.452,131078,1.4966,21168128,966.92,2,21168128,967.07,2,8.9817,786432,1.4966,1.4966,0,8.9817,786432,0,0,8388608,0,0,37224448,8388608,1.53E+03,0.562154
shmembench,1100,3600,input22,benchmark_shmem,0.14227,(1024 1 1) (256 1 1),8192,0.443285,0.9663,1,0.541727,1,32768,161.63,786432,16,26.821,131072,16,0,788722,161.93,135771,26.994,788193,163.63,131078,27.341,524288,429.83,4,524288,433.72,4,162.72,786432,27.223,27.235,0,162.98,786432,0,0,9961472,0,0,17563648,9961472,159,0.536086
shmembench,1100,3600,input23,benchmark_shmem,0.14497,(1024 1 1) (256 1 1),8192,0.441606,0.9635,1,0.631246,1,40960,158.74,786432,16,26.304,131072,16,0,789524,159.29,135858,26.547,791910,160.81,131078,26.945,851968,685.85,4,851968,695.89,4,159.95,786432,26.745,26.706,0,160.6,786432,0,0,9961472,0,0,18087936,9961472,184,0.612639
shmembench,1100,3600,input24,benchmark_shmem,0.19539,(1024 1 1) (256 1 1),8192,0.461749,0.9629,1,0.603655,1,57344,120.03,786432,16,19.946,131072,16,0,789470,120.65,144983,22.355,788561,120.51,131078,20.132,1507328,917.67,4,1507328,925.83,4,119.68,786432,20.021,20.017,0,120.77,786432,0,0,9961472,0,0,19136512,9961472,234,0.587964
shmembench,1100,3600,input25,benchmark_shmem,0.35189,(1024 1 1) (256 1 1),8192,0.472423,0.9725,1,0.469854,1,90112,66.621,786432,16,11.08,131072,16,0,791395,67.177,144792,12.387,794804,67.241,131078,11.14,2818048,955.77,4,2818048,958.38,4,66.607,786432,11.112,11.109,0,66.847,786432,0,0,9961472,0,0,21233664,9961472,334,0.460648
shmembench,1100,3600,input26,benchmark_shmem,0.50813,(1024 1 1) (256 1 1),8192,0.478215,0.9774,1,0.420672,1,122880,46.178,786432,16,7.6815,131072,16,0,800229,46.523,144745,8.5793,793170,46.468,131078,7.7067,4128768,968.25,4,4128768,971.24,4,46.089,786432,7.6918,7.6946,0,46.243,786432,0,0,9961472,0,0,23330816,9961472,434,0.412196
shmembench,1100,3600,input27,benchmark_shmem,0.66513,(1024 1 1) (256 1 1),8192,0.481941,0.9788,1,0.394888,1,155648,35.253,786432,16,5.8701,131072,16,0,798121,35.652,144623,6.4997,806780,35.729,131078,5.885,5439488,975.29,4,5439488,976.68,4,35.232,786432,5.8766,5.8785,0,35.315,786432,0,0,9961472,0,0,25427968,9961472,534,0.386756
shmembench,1100,3600,input28,benchmark_shmem,0.82267,(1024 1 1) (256 1 1),8192,0.484388,0.9793,1,0.379073,1,188416,28.53,786432,16,4.7507,131072,16,0,787044,28.952,144672,5.289,796694,28.954,131078,4.76,6750208,978.81,4,6750208,980.2,4,28.517,786432,4.7553,4.7563,0,28.554,786432,0,0,9961472,0,0,27525120,9961472,634,0.371056
shmembench,1100,3600,input29,benchmark_shmem,0.97961,(1024 1 1) (256 1 1),8192,0.486467,0.9805,1,0.368255,1,221184,23.949,786432,16,3.9907,131072,16,0,801641,24.449,144589,4.4573,801497,24.329,131078,3.9954,8060928,981.96,4,8060928,982.85,4,23.942,786432,3.9926,3.9907,0,23.966,786432,0,0,9961472,0,0,29622272,9961472,734,0.360393
shmembench,1100,3600,input30,benchmark_shmem,1.1371,(1024 1 1) (256 1 1),8192,0.487804,0.9809,1,0.360494,1,253952,20.642,786432,16,3.4403,131072,16,0,806800,21.275,144429,3.8296,804083,21.284,131078,3.445,9371648,983.87,4,9371648,985.17,4,20.638,786432,3.4412,3.4412,0,20.655,786432,0,0,9961472,0,0,31719424,9961472,834,0.352697
shmembench,1100,3600,input31,benchmark_shmem,1.2967,(1024 1 1) (256 1 1),8192,0.491455,0.9809,1,0.318613,1,40960,18.121,786432,16,3.0212,131072,16,0,806015,18.215,145304,3.3602,810374,18.588,131078,3.0203,10682368,984.8,4,10682368,984.98,4,18.12,786432,3.0203,3.0203,0,18.127,786432,0,0,9961472,0,0,18087936,9961472,844,0.313045
shmembench,1100,3600,input32,benchmark_shmem,2.5508,(1024 1 1) (256 1 1),8192,0.495143,0.9834,1,0.296504,1,49152,9.2061,786432,16,1.533,131072,16,0,815084,9.6252,144527,1.7053,826045,9.9046,131078,1.5348,21168128,991.17,4,21168128,991.5,4,9.2071,786432,1.5339,1.5339,0,9.2089,786432,0,0,9961472,0,0,18612224,9961472,1.55E+03,0.291613
